name,artist,genre
No Way out (feat. GoldLink),Xavier Omär,r&b
This Woman's Work,Maxwell,r&b
Birthday Sex,Jeremih,r&b
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,r&b
Flawless Remix,Beyoncé,r&b
Never Enough (feat. Trey Songz),MIKExANGEL,r&b
The Light,Jeremih,r&b
Throw A Fit,Tinashe,r&b
East Atlanta Love Letter (feat. Future),6LACK,r&b
Save Room,John Legend,r&b
Privacy,Chris Brown,r&b
You Don't Know (feat. Wale),Tank,r&b
Ordinary People,John Legend,r&b
Love You Better (feat. Chris Brown),King Combs,r&b
U Don't Know,Justine Skye,r&b
If I Ever Fall In Love,Shai,r&b
Don't Take It Personal,Lyrica Anderson,r&b
If It Ain't Me,Trina,r&b
The Prelude,Trey Songz,r&b
My Love For You,Sevyn Streeter,r&b
U Got It Bad,Usher,r&b
I Smile,Kirk Franklin,r&b
Can't Believe (feat. Ty Dolla $ign & WizKid),Kranium,r&b
Thick Of It,Mary J. Blige,r&b
Sideline (feat. Jazmine Sullivan),Niia,r&b
Trip,Ella Mai,r&b
Mad Love.,JoJo,r&b
That's The Way Love Goes,Janet Jackson,r&b
Angel (Live),Lalah Hathaway,r&b
They Don't Know,Jon B.,r&b
The Sheets...Still,Trey Songz,r&b
Confidently Lost,Sabrina Claudio,r&b
I'm Ready,Tevin Campbell,r&b
F It Up,Tank,r&b
Lowkey,Kari Faux,r&b
Ooh Nah Nah (feat. Masego),SiR,r&b
Close To You,Dreezy,r&b
Buss It (feat. Chris Brown),Sage The Gemini,r&b
Right By My Side,Nicki Minaj,r&b
Bootylicious,Destiny's Child,r&b
Bad Blood,Nao,r&b
Orion's Belt,Sabrina Claudio,r&b
Born to Love U,Empire Cast,r&b
Loyal,Chris Brown,r&b
Penthouse Floor,John Legend,r&b
"Feel It (feat. Rich Homie Quan, Lloyd)",Jacquees,r&b
Needy Bees,Nick Hakim,r&b
Umbrella,Rihanna,r&b
When We Love,Jhene Aiko,r&b
teachme,Musiq Soulchild,r&b
Rivals,Usher,r&b
Something New (feat. Ty Dolla $ign),Wiz Khalifa,r&b
Want More,Rotimi,r&b
Best Love,Yuna,r&b
Confessions Part II,Usher,r&b
The First Night,Monica,r&b
Needed Me,Rihanna,r&b
Lady,D'Angelo,r&b
Love,Keyshia Cole,r&b
Drew Barrymore,SZA,r&b
She Lovin It,Trey Songz,r&b
When Can I See You,Babyface,r&b
Too Close,Next,r&b
The Way (feat. Chance the Rapper),Kehlani,r&b
ABCD (Friend Zone),PnB Rock,r&b
Yoga,Janelle Monáe,r&b
Wasted,Dreezy,r&b
Prolly (feat. Gucci Mane),Sevyn Streeter,r&b
No Love,August Alsina,r&b
The Morning,The Weeknd,r&b
My Boo,Usher,r&b
Happy,Pharrell Williams,r&b
Sip,Chris Brown,r&b
Blind Man,Xavier Omär,r&b
One Wish,Ray J,r&b
Birthday,K. Michelle,r&b
Feel The Real (feat. Marsha Ambrosius),Musiq Soulchild,r&b
Late Night Lover,Walter Beasley,r&b
Irreplaceable,Beyoncé,r&b
Maria Maria (feat. The Product G&B),Santana,r&b
How Dat Sound (feat. 2 Chainz & Yo Gotti),Trey Songz,r&b
Remind Me,Patrice Rushen,r&b
Lost Souls (feat. DJ Scratch),H.E.R.,r&b
IMAGINATION,Adrian Marcel,r&b
Dangerous Games,112,r&b
Craving,Xscap3,r&b
Sun Goddess,Ramsey Lewis,r&b
Tell Your Friends,The Weeknd,r&b
Rain,SWV,r&b
Into You,Fabolous,r&b
Street Sweeper,JMSN,r&b
Where Were You In The Morning?,Shawn Mendes,r&b
Where the Party At (feat. Nelly),Jagged Edge,r&b
Leg Over,Mr Eazi,r&b
Wind Up,Keke Palmer,r&b
NICE,The Carters,r&b
Promise,Jagged Edge,r&b
Knocks Me Off My Feet,Donell Jones,r&b
Backseat,Ari Lennox,r&b
So Gone,Monica,r&b
Made For Now,Janet Jackson,r&b
Rock wit Me (feat. IAMSU!),Trevor Jackson,r&b
Tek Weh Yuh Heart,Sean Paul,r&b
Oh How I Love You,Zacardi Cortez,r&b
Jukai,Jhene Aiko,r&b
20 Something,SZA,r&b
Boyfriend #2,Pleasure P,r&b
Get Low featuring Ying Yang Twins,Lil Jon & The East Side Boyz,r&b
Fool for You (feat. Philip Bailey),CeeLo Green,r&b
Mesmerize,Ja Rule,r&b
Who Hurt You?,Daniel Caesar,r&b
Soon as I Get Home,Faith Evans,r&b
Been A Minute (feat. August Alsina),Sevyn Streeter,r&b
Your Number,Ayo Jay,r&b
B.E.D.,Jacquees,r&b
Stay,Goapele,r&b
Never Keeping Secrets,Babyface,r&b
Insecure,Jazmine Sullivan,r&b
Savage,Tank,r&b
I'm Him,Sammie,r&b
Heard It All Before,Sunshine Anderson,r&b
oui,Jeremih,r&b
Put It Down,Brandy,r&b
It's Gonna Take a Miracle,Deniece Williams,r&b
Funky Nassau,The Beginning Of The End,r&b
Stay At Home (feat. Future),Usher,r&b
Dreamlover,Mariah Carey,r&b
Sleeping With The One I Love,Fantasia,r&b
Equal,Chrisette Michele,r&b
Got Friends,GoldLink,r&b
Chunky,Bruno Mars,r&b
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,r&b
Imagination,Eric Bellinger,r&b
Moments,Jhene Aiko,r&b
Blurred Lines,Robin Thicke,r&b
Hands Free,Keke Palmer,r&b
Makes Me Wonder,Ella Mai,r&b
New Flame,Chris Brown,r&b
SUMMER,The Carters,r&b
2,H.E.R.,r&b
Here for It,Xscap3,r&b
Party,Beyoncé,r&b
CPR,Summer Walker,r&b
Old Age,Masego,r&b
The Zone,The Weeknd,r&b
Hypnotizing,Aaron Camper,r&b
Already Knew That,Ro James,r&b
Funky Sensation,Gwen McCrae,r&b
Get It On Tonite,Montell Jordan,r&b
Love Never Felt so Good,Michael Jackson,r&b
Song For You,Avery Wilson,r&b
Tyrant (feat. Jorja Smith),Kali Uchis,r&b
V.S.O.P.,K. Michelle,r&b
In My Feelings,Kehlani,r&b
better off,Ariana Grande,r&b
Don't Let Go (Love),En Vogue,r&b
Wait,August Alsina,r&b
Bed,J. Holiday,r&b
Close Enough,R.LUM.R,r&b
Wild Thoughts (Refix),J-Sol,r&b
Little Red Corvette,Prince,r&b
Sativa,Jhene Aiko,r&b
Used To Love You,Yuna,r&b
While We're Young,Jhene Aiko,r&b
I Think Of You,Jeremih,r&b
It Never Rains (In Southern California),Tony! Toni! Toné!,r&b
If You Love Me,Brownstone,r&b
My Main,Mila J,r&b
"Down To Fuck (feat. YG, Ty Dolla $ign, Jeremih)",The Game,r&b
You Are,Charlie Wilson,r&b
Girls Need Love,Summer Walker,r&b
What Kind Of Man Would I Be,Mint Condition,r&b
Everything (feat. John Legend),Ella Mai,r&b
Fall In Line (feat. Demi Lovato),Christina Aguilera,r&b
Medicine,Queen Naija,r&b
Neighbors Know My Name,Trey Songz,r&b
Take You Down,Chris Brown,r&b
Juice (feat. Maleek Berry),Ycee,r&b
Sex You,Bando Jonez,r&b
All I Want Is You,Miguel featuring J.Cole,r&b
Bed (feat. Ariana Grande),Nicki Minaj,r&b
Love Faces,Trey Songz,r&b
Ride,Ciara,r&b
Next Lifetime,Erykah Badu,r&b
Straight Up & Down,Bruno Mars,r&b
Kickin’ Back,Mila J,r&b
Fire We Make,Alicia Keys,r&b
